10706 MW
11462 MW
10947 MW
13576 MW
14955 MW
14623 MW
14073 MW
13063 MW
10281 MW
10285 MW
15906 MW
14471 MW
16455 MW
14508 MW
13047 MW
11960 MW
11817 MW
16464 MW
16523 MW
15696 MW
15754 MW
15026 MW
13307 MW
12725 MW
14155 MW
13184 MW
14281 MW
14054 MW
13604 MW
11564 MW
9463 MW
12225 MW
13325 MW
11664 MW
13560 MW
14289 MW
12306 MW
10922 MW
12728 MW
14379 MW
15432 MW
16006 MW
15376 MW
14128 MW
13617 MW
14536 MW
13867 MW
13962 MW
13837 MW
13101 MW
10018 MW
9302 MW
12951 MW
13295 MW
13049 MW
13724 MW
13959 MW
11527 MW
10013 MW
12449 MW
12790 MW
14112 MW
13944 MW
13640 MW
11805 MW
10737 MW
12437 MW
11715 MW
11165 MW
11370 MW
11678 MW
10034 MW
8985 MW
11723 MW
11743 MW
11528 MW
11992 MW
12141 MW
10828 MW
10725 MW
13241 MW
12683 MW
11827 MW
11553 MW
11230 MW
10374 MW
9243 MW
11695 MW
12514 MW
12285 MW
11707 MW
11354 MW
10425 MW
10704 MW
12053 MW
13346 MW
12933 MW
12559 MW
13226 MW
12059 MW
11203 MW
12325 MW
12925 MW
12756 MW
12396 MW
11807 MW
9285 MW
8508 MW
11369 MW
11367 MW
11192 MW
11563 MW
11230 MW
9355 MW
8580 MW
11257 MW
11916 MW
11358 MW
11511 MW
11417 MW
9592 MW
8845 MW
11410 MW
11535 MW
11611 MW
12061 MW
11519 MW
9180 MW
8434 MW
11519 MW
11662 MW
11716 MW
11873 MW
11098 MW
9444 MW
9218 MW
11922 MW
11527 MW
11568 MW
11296 MW
11177 MW
9334 MW
8633 MW
11319 MW
11677 MW
11914 MW
12708 MW
12448 MW
10574 MW
9572 MW
9794 MW
12846 MW
13374 MW
13317 MW
12763 MW
10758 MW
9740 MW
12475 MW
11970 MW
11305 MW
11374 MW
11957 MW
11535 MW
11650 MW
11939 MW
12553 MW
13350 MW
13877 MW
12780 MW
10669 MW
10102 MW
14865 MW
14348 MW
12477 MW
13290 MW
13080 MW
10825 MW
11618 MW
15076 MW
13866 MW
12009 MW
12106 MW
12051 MW
9090 MW
8607 MW
8520 MW
11951 MW
12922 MW
12985 MW
13458 MW
11060 MW
9766 MW
13355 MW
14420 MW
14957 MW
14030 MW
14188 MW
10887 MW
10223 MW
13991 MW
14364 MW
14010 MW
14927 MW
14708 MW
13013 MW
12851 MW
16646 MW
15359 MW
15005 MW
14604 MW
14494 MW
11519 MW
11092 MW
14375 MW
14546 MW
14810 MW
15003 MW
15463 MW
12648 MW
10752 MW
13520 MW
14635 MW
15181 MW
16020 MW
16341 MW
14104 MW
11261 MW
13844 MW
14412 MW
13846 MW
13777 MW
14050 MW
11919 MW
10241 MW
12356 MW
12481 MW
13119 MW
15247 MW
15277 MW
12910 MW
11563 MW
14574 MW
14307 MW
14711 MW
13112 MW
12003 MW
9322 MW
9053 MW
9576 MW
14331 MW
15258 MW
15449 MW
14497 MW
12869 MW
9243 MW
11868 MW
12249 MW
12818 MW
12297 MW
12265 MW
11618 MW
10418 MW
12931 MW
12671 MW
12993 MW
13138 MW
13665 MW
11317 MW
9490 MW
12689 MW
11486 MW
11644 MW
11569 MW
11620 MW
9319 MW
8803 MW
11517 MW
11702 MW
12172 MW
12387 MW
12032 MW
9417 MW
8692 MW
11569 MW
11556 MW
11646 MW
11496 MW
11546 MW
9632 MW
8986 MW
12357 MW
12766 MW
12411 MW
12030 MW
11665 MW
9965 MW
9180 MW
11368 MW
12071 MW
12206 MW
11896 MW
11856 MW
9719 MW
8880 MW
11641 MW
11811 MW
11832 MW
11948 MW
11581 MW
10330 MW
9195 MW
11436 MW
11502 MW
11680 MW
12181 MW
11537 MW
10919 MW
10248 MW
12683 MW
12343 MW
11965 MW
12069 MW
11321 MW
10221 MW
10773 MW
13192 MW
13616 MW
12807 MW
9547 MW
9950 MW
10099 MW
10447 MW
12348 MW
11788 MW
11611 MW
12814 MW
13002 MW
11416 MW
10726 MW
13103 MW
13410 MW
13851 MW
14448 MW
15115 MW
13082 MW
11954 MW
13475 MW
14181 MW
15503 MW
16792 MW
16229 MW
12447 MW
12193 MW
15772 MW
15763 MW
14574 MW
13844 MW
13234 MW
10441 MW
10183 MW
9339 MW
11246 MW
12449 MW
11766 MW
12127 MW
11122 MW
10395 MW
10492 MW
11626 MW
13619 MW
15088 MW
16317 MW
14979 MW
14086 MW
15722 MW
14345 MW
13647 MW
11834 MW
13570 MW
11920 MW
11322 MW
12881 MW
12014 MW
12997 MW
13097 MW
12460 MW
10185 MW
9430 MW
12105 MW
12726 MW
13059 MW
13396 MW
13906 MW
12499 MW
11479 MW
14589 MW
13653 MW
13324 MW
14221 MW
14751 MW
13567 MW
11027 MW
13531 MW
11841 MW
12694 MW
14398 MW
15103 MW
10866 MW
9255 MW
13361 MW
13108 MW
13220 MW
13879 MW
13059 MW
10234 MW
9422 MW
11998 MW
11640 MW
11509 MW
11403 MW
11134 MW
9823 MW
10815 MW
12508 MW
12365 MW
11544 MW
13101 MW
13636 MW
11999 MW
10897 MW
11740 MW
11664 MW
12299 MW
12257 MW
12416 MW
12239 MW
11687 MW
14354 MW
15256 MW
15619 MW
14879 MW
14259 MW
11418 MW
10748 MW
13585 MW
12545 MW
13831 MW
14031 MW
12125 MW
9533 MW
8794 MW
11450 MW
11527 MW
12150 MW
11776 MW
11263 MW
10449 MW
9868 MW
11828 MW
11686 MW
12114 MW
12281 MW
13187 MW
10698 MW
9236 MW
11408 MW
11434 MW
11565 MW
11334 MW
9815 MW
8778 MW
8644 MW
11105 MW
11422 MW
11824 MW
12064 MW
11082 MW
9580 MW
9082 MW
11421 MW
11398 MW
11749 MW
11971 MW
11124 MW
9576 MW
8838 MW
11526 MW
11559 MW
11740 MW
11904 MW
12091 MW
10125 MW
9383 MW
12072 MW
11701 MW
11498 MW
11589 MW
11166 MW
9369 MW
8573 MW
11165 MW
12094 MW
12893 MW
13233 MW
13127 MW
9391 MW
9235 MW
11096 MW
11479 MW
11706 MW
11538 MW
11184 MW
9399 MW
9155 MW
8913 MW
11869 MW
11715 MW
11594 MW
11612 MW
9873 MW
9769 MW
13304 MW
11718 MW
11414 MW
11275 MW
11435 MW
10481 MW
10367 MW
14155 MW
14972 MW
13531 MW
13228 MW
14020 MW
12327 MW
11134 MW
13286 MW
12201 MW
13084 MW
14745 MW
13953 MW
10251 MW
8867 MW
11580 MW
11368 MW
11585 MW
12779 MW
13701 MW
10803 MW
10176 MW
11384 MW
10713 MW
11723 MW
12449 MW
12853 MW
10196 MW
9080 MW
12712 MW
14001 MW
14090 MW
14574 MW
14165 MW
10580 MW
10192 MW
13455 MW
14531 MW
14805 MW
14887 MW
14390 MW
11927 MW
11341 MW
13791 MW
12287 MW
12354 MW
13160 MW
13389 MW
9940 MW
9345 MW
12975 MW
13345 MW
13554 MW
13877 MW
13534 MW
9572 MW
9142 MW
12044 MW
12178 MW
12178 MW
12505 MW
12896 MW
10733 MW
9528 MW
12938 MW
13814 MW
14650 MW
15514 MW
14574 MW
11489 MW
10786 MW
14961 MW
15198 MW
12578 MW
11842 MW
11595 MW
9429 MW
8662 MW
12173 MW
12546 MW
12221 MW
12421 MW
11163 MW
8722 MW
8389 MW
8811 MW
12135 MW
11405 MW
11430 MW
11310 MW
9364 MW
8522 MW
11372 MW
11461 MW
11739 MW
11692 MW
11800 MW
9983 MW
9304 MW
12711 MW
12848 MW
12834 MW
13598 MW
13972 MW
11442 MW
10207 MW
13186 MW
13548 MW
13478 MW
11636 MW
10815 MW
8800 MW
8129 MW
11025 MW
11435 MW
11976 MW
12113 MW
11930 MW
10087 MW
8977 MW
12062 MW
11632 MW
12332 MW
11275 MW
11255 MW
9530 MW
9569 MW
11020 MW
11429 MW
11312 MW
11670 MW
11549 MW
9793 MW
8901 MW
11857 MW
11698 MW
12287 MW
12945 MW
12043 MW
10898 MW
10275 MW
13317 MW
13328 MW
13350 MW
12185 MW
11767 MW
10736 MW
8984 MW
11349 MW
12260 MW
12472 MW
12933 MW
13321 MW
12420 MW
10869 MW
13009 MW
13218 MW
13223 MW
13220 MW
12973 MW
10660 MW
10485 MW
13863 MW
13240 MW
13324 MW
11426 MW
10810 MW
9669 MW
10491 MW
12868 MW
12402 MW
12181 MW
12451 MW
13243 MW
11658 MW
10634 MW
12735 MW
12062 MW
13815 MW
13787 MW
14927 MW
13350 MW
12340 MW
14186 MW
14327 MW
15385 MW
14996 MW
15192 MW
12327 MW
11133 MW
13168 MW
12733 MW
13323 MW
13666 MW
11902 MW
10698 MW
10946 MW
12001 MW
13296 MW
15306 MW
15187 MW
14021 MW
12991 MW
14148 MW
14385 MW
17556 MW
17193 MW
16487 MW
17060 MW
16126 MW
14660 MW
14372 MW
14092 MW
13740 MW
12355 MW
12537 MW
13969 MW
13859 MW
15471 MW
16472 MW
16567 MW
16462 MW
15120 MW
12364 MW
10447 MW
12254 MW
13110 MW
14117 MW
14582 MW
13544 MW
11044 MW
11018 MW
13699 MW
14985 MW
14697 MW
13258 MW
15852 MW
13579 MW
11573 MW
15373 MW
14783 MW
14786 MW
15540 MW
14504 MW
11823 MW
11571 MW
14563 MW
14860 MW
13288 MW
11905 MW
12118 MW
12001 MW
11150 MW
12433 MW
11443 MW
11276 MW
13325 MW
12352 MW
10332 MW
9568 MW
12898 MW
12830 MW
11999 MW
11943 MW
13315 MW
11653 MW
10882 MW
13362 MW
12646 MW
13273 MW
13777 MW
13895 MW
11837 MW
11280 MW
13957 MW
14154 MW
14696 MW
13762 MW
14103 MW
12004 MW
11137 MW
12996 MW
13881 MW
14303 MW
14084 MW
13636 MW
12124 MW
11609 MW
13419 MW
12632 MW
12116 MW
11886 MW
11539 MW
10591 MW
9956 MW
13077 MW
12713 MW
13553 MW
13791 MW
12705 MW
11980 MW
11225 MW
13772 MW
13601 MW
13296 MW
11799 MW
11089 MW
9393 MW
9098 MW
13169 MW
13926 MW
13428 MW
13116 MW
12638 MW
10437 MW
9505 MW
11648 MW
11883 MW
11832 MW
11791 MW
11365 MW
9954 MW
9673 MW
11974 MW
11411 MW
11609 MW
12113 MW
12172 MW
9238 MW
8542 MW
11269 MW
11212 MW
11578 MW
12089 MW
11328 MW
10365 MW
9173 MW
13114 MW
13570 MW
12105 MW
11983 MW
11710 MW
10078 MW
9329 MW
12016 MW
12725 MW
12180 MW
11849 MW
11929 MW
10283 MW
10213 MW
11206 MW
14021 MW
14814 MW
14206 MW
13155 MW
10772 MW
10171 MW
11752 MW
11487 MW
11084 MW
11348 MW
12920 MW
10587 MW
9937 MW
12906 MW
12683 MW
13503 MW
12108 MW
12555 MW
11355 MW
11840 MW
15599 MW
15894 MW
14012 MW
13003 MW
12980 MW
10399 MW
9970 MW
12391 MW
12602 MW
12428 MW
12944 MW
13428 MW
12381 MW
12176 MW
14284 MW
13752 MW
11729 MW
14221 MW
12619 MW
9466 MW
9179 MW
13276 MW
14571 MW
13141 MW
12257 MW
12776 MW
11884 MW
10989 MW
14703 MW
13802 MW
12761 MW
12512 MW
12466 MW
9782 MW
9544 MW
12047 MW
12564 MW
13204 MW
13099 MW
12510 MW
10042 MW
9440 MW
12197 MW
12244 MW
12163 MW
12418 MW
